studynumber,Measure_Year,MiddleClimate,Rs_Norm,Tm,Pm,NoObs
2844,2001,Cf,1.866,19.1,64.4,11
2877,1997,Cf,1.199,3.1,191.8,12
2877,1997,Cf,1.296,6.8,157.6,12
2877,1997,Cf,1.777,10.8,191.5,12
2877,1997,Cf,2.872,11.5,114.5,12
2877,1997,Cf,3.967,15.7,162.3,12
2877,1997,Cf,5.288,20.8,221.8,12
2877,1997,Cf,6.351,24.1,68.8,12
2877,1997,Cf,6.414,22.3,97,12
2877,1997,Cf,5.898,20.2,169.7,12
2877,1997,Cf,4.544,14.2,116.4,12
2877,1997,Cf,2.546,5.7,90.2,12
2877,1997,Cf,1.24,3.1,112.4,12
2879,1999,Cf,1.538,13.2,62.2,28
2879,1999,Cf,1.619,14.6,64.5,28
2879,1999,Cf,2.72,18.4,67.3,28
2879,1999,Cf,2.642,16.2,108.6,28
2879,1999,Cf,2.546,16.9,69.6,28
2879,1999,Cf,1.443,8.5,73.4,28
2879,1999,Cf,0.918,3.4,64.1,28
2879,1999,Cf,0.753,2,128.8,28
2879,2000,Cf,0.792,0.7,76.4,28
2879,2000,Cf,0.915,3.4,109.5,28
2879,2000,Cf,1.55,4.9,129.9,28
2879,2000,Cf,2.102,9.6,48.9,28
2879,2000,Cf,2.8,14.4,52.4,28
2879,2000,Cf,2.572,16.1,61.8,28
2879,2000,Cf,3.151,14,132,28
2879,2000,Cf,3.207,16.8,86,28
2879,2000,Cf,1.796,10,64.8,28
2879,2000,Cf,1.281,6,56.7,28
2879,2000,Cf,0.999,2.9,63,28
2879,2001,Cf,0.365,0.5,80.8,28
2879,2001,Cf,0.737,2.1,79.9,28
2879,2001,Cf,1.599,3,86.3,28
2879,2001,Cf,2.048,6.3,75.3,28
2879,2001,Cf,2.14,13.4,33.5,28
2879,2001,Cf,2.117,13.2,97.6,28
2879,2001,Cf,3.526,17.6,84.4,28
2879,2001,Cf,2.628,17.6,70.8,28
2879,2001,Cf,1.814,12,42.4,28
2893,2010,E,2.452,-1.5,4.9,7
2893,2010,E,3.014,5.5,46,7
2893,2010,E,4.168,10.2,29.3,7
2893,2010,E,4.773,14.4,44.8,7
2893,2010,E,4.238,11.8,56.5,7
2893,2010,E,2.943,5.9,38.3,7
2893,2010,E,1.578,-0.7,19.9,7
2904,2001,Df,1.06,-4.4,47.2,12
2904,2001,Df,1,-7.6,62.9,12
2904,2001,Df,0.97,-4.1,1.7,12
2904,2001,Df,1.603,4.4,39.7,12
2904,2001,Df,3.124,10.9,76.8,12
2904,2001,Df,3.901,15.9,59,12
2904,2001,Df,4.343,18.1,36.4,12
2904,2001,Df,7.241,19.6,107.2,12
2904,2001,Df,5.078,14.1,113.1,12
2904,2001,Df,3.176,8.6,134.3,12
2904,2001,Df,1.757,6,42.2,12
2904,2001,Df,1.231,0.5,52.3,12
2916,2001,B,1.627,20.9,63.9,22
2916,2001,B,1.044,23.4,40.8,22
2916,2001,B,0.924,21.2,24.4,22
2916,2001,B,0.47,15.3,15,22
2916,2001,B,0.406,5.5,11.7,22
2916,2001,B,0.348,-16.4,2,22
2916,2002,B,0.353,-1.3,9.9,22
2916,2002,B,0.468,14.6,19.9,22
2916,2002,B,2.478,18.6,66.9,22
2916,2002,B,2.274,21.8,66.1,22
2916,2002,B,2.057,20.1,15.8,22
2916,2002,B,0.807,12.9,8.4,22
2916,2002,B,0.363,-0.5,10.1,22
2916,2002,B,0.522,-10.5,3.1,22
2916,2002,B,0.386,-17.9,3,22
2916,2003,B,0.076,-18.9,1.8,22
2916,2003,B,0.187,-13.4,0.7,22
2916,2003,B,0.348,-4.6,3.4,22
2916,2003,B,0.261,6.5,8,22
2916,2003,B,0.79,13.1,45.4,22
2916,2003,B,0.983,17,90.7,22
2916,2003,B,3.131,20.2,100.7,22
2921,2000,Cf,0.878,2.9,45.6,16
2921,2000,Cf,0.823,7.7,31.4,16
2921,2000,Cf,1.89,12.5,24.2,16
2921,2000,Cf,2.608,14.4,36.3,16
2921,2000,Cf,2.981,15.2,41.9,16
2921,2000,Cf,2.379,15.1,40.9,16
2921,2000,Cf,2.177,12.6,46.4,16
2921,2000,Cf,2.643,10.3,34.6,16
2921,2000,Cf,1.752,6.4,41.7,16
2921,2000,Cf,1.185,3.2,43.1,16
2921,2001,Cf,0.839,1,27.9,16
2921,2001,Cf,0.71,0.1,23.3,16
2921,2001,Cf,0.712,0.8,24.1,16
2921,2001,Cf,0.528,5.3,43.3,16
2921,2001,Cf,1.746,11.8,19.4,16
2921,2001,Cf,1.834,13.7,29.8,16
2927,1998,Cs,4.151,16.6,10.2,67
2927,1998,Cs,3.847,22.3,10,67
2927,1998,Cs,3.157,21.1,0,67
2927,1998,Cs,2.39,18.1,18.2,67
2927,1998,Cs,1.52,9.3,10.3,67
2927,1998,Cs,1.139,6.6,105.8,67
2927,1998,Cs,0.81,0.5,78.4,67
2927,1999,Cs,0.66,4.8,56.2,67
2927,1999,Cs,0.821,3.5,90.9,67
2927,1999,Cs,1.083,5.2,21.4,67
2927,1999,Cs,1.81,8.3,0,67
2927,1999,Cs,3.154,10.7,18.8,67
2927,1999,Cs,3.443,15.3,8.3,67
2927,1999,Cs,3.988,19.4,4.3,67
2927,1999,Cs,1.805,20.9,14.2,67
2927,1999,Cs,1.27,15.7,0,67
2927,1999,Cs,0.786,9.8,19.8,67
2927,1999,Cs,0.56,7.3,75.3,67
2927,1999,Cs,0.92,2.1,24.4,67
2927,2000,Cs,0.854,1.4,83.9,67
2927,2000,Cs,0.955,2.3,101.5,67
2927,2000,Cs,1.509,5.5,20,67
2927,2000,Cs,2.363,10.7,8.5,67
2927,2000,Cs,4.072,11.8,23.4,67
2927,2000,Cs,3.996,16.7,7.2,67
2927,2000,Cs,2.567,19.2,1.8,67
2927,2000,Cs,2.393,19.2,0,67
2927,2000,Cs,1.942,15.2,20.4,67
2927,2000,Cs,1.642,9.6,26.1,67
2927,2000,Cs,0.312,2.5,20.8,67
2927,2000,Cs,0.464,-0.6,18.9,67
2927,2001,Cs,0.415,2.2,8.2,67
2927,2001,Cs,0.466,2,24.8,67
2927,2001,Cs,0.968,6.4,20.2,67
2927,2001,Cs,1.673,8.2,22.3,67
2927,2001,Cs,3.532,13.6,7.5,67
2927,2001,Cs,4.06,15,25,67
2927,2001,Cs,4.78,19.5,9.4,67
2927,2001,Cs,5.5,20.7,6.2,67
2927,2001,Cs,4.238,16.8,13.5,67
2927,2001,Cs,2.65,9.7,35.2,67
2927,2001,Cs,1.379,5.8,76.8,67
2927,2001,Cs,0.32,1.1,68,67
2927,2002,Cs,0.757,3.3,47.1,67
2927,2002,Cs,0.657,3.2,35,67
2927,2002,Cs,0.658,4,20.9,67
2927,2002,Cs,1.415,8.8,10,67
2927,2002,Cs,1.795,11.2,14,67
2927,2002,Cs,3.132,17.2,17.1,67
2927,2002,Cs,3.964,21,6.7,67
2927,2002,Cs,3.814,19.3,0,67
2927,2002,Cs,3.059,15.8,12.2,67
2927,2002,Cs,2.808,8.8,0,67
2927,2002,Cs,1.322,4.7,17,67
2927,2002,Cs,0.819,1.4,102,67
2927,2003,Cs,1.223,4.8,85.5,67
2927,2003,Cs,1.073,3.2,40.4,67
2927,2003,Cs,1.956,7,66.8,67
2927,2003,Cs,3.09,8.2,49.7,67
2927,2003,Cs,3.925,11.8,8.1,67
2927,2003,Cs,3.698,17.4,0,67
2927,2003,Cs,3.7,21.4,0,67
2927,2003,Cs,3.046,20.4,7.3,67
2927,2003,Cs,1.408,17.1,13.1,67
2927,2003,Cs,1.35,12,16.1,67
2927,2003,Cs,1.31,3.5,42.7,67
2927,2003,Cs,1.31,0,107.7,67
2960,1997,Cs,0.747,8.5,28.5,670
2960,2001,Df,7.021,10.5,51,670
2960,2001,Cs,0.783,22.3,2.5,670
2960,2001,Cs,0.658,23.5,7.8,670
2960,1999,Cs,0.892,10.7,58.5,670
2960,1999,Cs,0.954,17.1,8.9,670
2960,1999,Cs,0.591,22.5,7.1,670
2960,1999,Cs,0.539,20.4,12.8,670
2960,1999,Cs,0.456,18.4,0,670
2960,1999,Cs,0.311,9.4,39.2,670
2960,2000,Cs,0.435,9.3,116.2,670
2960,2000,Cs,0.415,14.3,38.6,670
2960,2001,Cs,0.736,22.3,2.5,670
2960,2001,Cs,0.658,23.5,7.8,670
2960,2006,Cf,4.78,20.9,93.8,670
2960,2006,Cf,3.857,25.7,127.2,670
2960,2006,Cf,4.095,25.7,127.2,670
2960,2005,Cs,4.663,12,59.4,670
2960,2005,Cs,4.479,12.9,27.7,670
2960,2005,Cs,3.945,17.2,16,670
2960,2005,Cs,2.066,20,3.7,670
2960,2005,Cs,0.943,26.8,0,670
2960,2005,Cs,0.558,25.5,0,670
2960,2005,Cs,0.301,20.1,8,670
2960,2005,Cs,0.394,12.5,85.9,670
2960,2005,Cs,2.063,9.3,116.9,670
2960,2001,Cs,0.521,24,0,670
2960,2001,Cs,0.57,24.3,0,670
2960,2001,Cs,1.395,21.4,9.9,670
2960,2001,Cs,0.518,17.2,19.4,670
2960,2001,Cs,0.902,12.4,85,670
2960,2001,Cs,2.167,8.3,177.4,670
2960,2002,Cs,1.493,8.5,69.2,670
2960,2002,Cs,1.649,9.9,99.4,670
2960,2002,Cs,2.343,12.8,30,670
2960,2002,Cs,1.949,16.1,35.5,670
2960,2002,Cs,1.161,21.1,3.6,670
2960,2002,Cs,0.705,24.8,0.3,670
2960,2002,Cs,0.555,23.1,0,670
2960,2002,Cs,0.394,22.1,3.1,670
2960,2002,Cs,0.467,15.9,9.2,670
2960,2002,Cs,3.598,11.5,84.4,670
2960,2002,Cs,1.597,8.5,175.5,670
2960,1998,Df,7.255,19.9,40.3,670
2960,1998,Df,6.858,19.8,63.9,670
2960,1998,Df,5.547,17.2,93.8,670
2960,1998,Df,3.667,10.9,52.5,670
2960,1999,Df,1.493,5.3,24.7,670
2960,1999,Df,3.032,11.5,80.6,670
2960,1999,Df,5.387,17,96.8,670
2960,1999,Df,7.996,21,121.1,670
2960,1999,Df,6.631,18,53.7,670
2960,1999,Df,4.558,15.3,69.7,670
2960,1999,Df,2.602,8.1,69.9,670
2960,1999,Df,1.737,5,11.7,670
2960,1999,Df,1.42,-1.7,42.7,670
2960,2000,Df,0.943,-6.9,48.4,670
2960,2000,Df,0.752,-4.8,50.3,670
2960,2000,Df,1.286,1.3,41.8,670
2960,2000,Df,1.054,3.6,24.9,670
2960,1998,Df,1.783,7.8,39.3,670
2960,1998,Df,3.743,15.7,65.4,670
2960,1998,Df,4.925,16.2,134.5,670
2960,1998,Df,6.646,19.6,46.1,670
2960,1998,Df,7.309,19.4,78.2,670
2960,1998,Df,3.473,15.7,56.4,670
2960,1998,Df,2.633,8.6,52.7,670
2960,1998,Df,0.581,-6.1,28,670
2960,1999,Df,2.181,-11.8,52.8,670
2960,1999,Df,2.136,7.3,52.3,670
2960,1999,Df,5.573,17.1,93.5,670
2960,1999,Df,7.9,21.3,182.1,670
2960,1999,Df,5.796,17.4,107.6,670
2960,1999,Df,3.525,13.2,61.7,670
2960,1999,Df,2.011,6.9,41.5,670
2960,1999,Df,0.695,2.2,33.2,670
2960,1997,Cf,4.723,18.1,62.7,670
2960,1997,Cf,3.878,12.9,37.6,670
2960,1997,Cf,3.339,6.8,72.8,670
2960,1997,Cf,2.208,3.8,58.5,670
2960,1997,Cf,1.068,1.6,113.9,670
2960,1998,Cf,1.628,3.1,86.6,670
2960,1998,Cf,1.84,5.9,117.8,670
2960,1998,Cf,2.462,12.6,46.7,670
2960,1998,Cf,3.193,14.3,107.4,670
2960,1998,Cf,3.064,13.6,76.7,670
2960,1998,Cf,2.768,14.8,69.5,670
2960,1998,Cf,0.632,0.8,77,670
2960,1998,Cf,1.286,12.4,197.6,670
2960,1998,Cf,1.332,6.6,204.5,670
2960,1998,Cf,0.762,0.2,103.7,670
2960,1998,Cf,0.695,0.8,77,670
2960,1999,Cf,0.612,1.7,117.4,670
2960,1999,Cf,0.57,-1,133.9,670
2960,1999,Cf,0.736,3.7,82.1,670
2960,1999,Cf,1.12,7,89.8,670
2960,1999,Cf,1.545,12.3,37,670
2960,2000,Cf,2.54,16.5,80.7,670
2960,2000,Cf,2.696,19.4,46.3,670
2960,2000,Cf,2.882,19.2,48.2,670
2960,2001,Cf,2.094,10,75.6,670
2960,2001,Cf,4.422,16,74.2,670
2960,2001,Cf,3.826,18.7,22.4,670
2960,2001,Cf,3.904,20.5,65.5,670
2960,2001,Cf,1.871,14.8,46,670
2960,2001,Cf,3.048,15.3,48.4,670
2960,2001,Cf,1.192,5.9,24.9,670
2960,2002,Cf,1.016,7.8,56.4,670
2960,2002,Cf,1.358,10,29.2,670
2960,2000,Cf,3.608,8.4,31.9,670
2960,2000,Cf,3.872,11.2,100.3,670
2960,2000,Cf,3.484,16.5,80.7,670
2960,2000,Cf,3.162,19.4,46.3,670
2960,2000,Cf,5.075,19.2,48.2,670
2960,2001,Cf,5.464,16,74.2,670
2960,2001,Cf,7.358,20,66.7,670
2960,2001,Cf,5.769,20.5,65.5,670
2960,2001,Cf,2.281,14.8,46,670
2960,2001,Cf,2.198,5.9,24.9,670
2960,2001,Cf,0.715,1.7,25.1,670
2960,2002,Cf,1.763,7.8,56.4,670
2960,2002,Cf,2.032,10,29.2,670
2960,1996,Cf,1.534,16.6,77.9,670
2960,1996,Cf,2.177,16.6,89.6,670
2960,1996,Cf,1.98,16.9,70.5,670
2960,1996,Cf,1.441,9.6,75.6,670
2960,1996,Cf,0.695,4.4,147.9,670
2960,1997,Cf,0.446,-4,43.6,670
2960,1997,Cf,1.058,7.2,45.6,670
2960,1997,Cf,0.943,7.6,47.6,670
2960,1997,Cf,2.281,13.2,62.5,670
2960,1997,Cf,3.173,15.6,138.3,670
2960,1997,Cf,3.764,17.1,69.8,670
2960,1997,Cf,4.261,19.7,49.2,670
2960,1997,Cf,1.685,14.8,47.8,670
2960,1997,Cf,1.7,11.7,59.7,670
2960,1997,Cf,0.943,3.7,88.2,670
2960,1998,Cf,1.628,8.5,119.6,670
2960,1998,Cf,2.924,16.8,91.7,670
2960,1998,Cf,3.701,17.5,44,670
2960,1998,Cf,2.343,9.6,130.5,670
2960,2000,Cf,3.161,9.8,73.7,670
2960,2000,Cf,3.406,14.5,120.3,670
2960,2001,Cf,4.641,16,74.2,670
2960,2001,Cf,3.878,18.7,22.4,670
2960,2001,Cf,4.215,20,66.7,670
2960,2001,Cf,4.299,20.5,65.5,670
2960,2001,Cf,2.157,5.9,24.9,670
2960,2001,Cf,0.674,1.7,25.1,670
2960,2002,Cf,1.379,5.4,14.1,670
2960,2002,Cf,1.628,10,29.2,670
2960,2001,Cf,5.713,16,74.2,670
2960,2001,Cf,10.41,20.5,65.5,670
2960,2001,Cf,4.458,5.9,24.9,670
2960,2000,Cf,5.723,14.4,47.4,670
2960,2000,Cf,5.384,9.9,42,670
2960,2000,Cf,4.514,7.6,55.6,670
2960,2000,Cf,2.64,2,52.7,670
2960,2000,Cf,2.1,-1.5,57.7,670
2960,2001,Cf,1.239,-4,68.7,670
2960,2001,Cf,1.501,-2.8,60.3,670
2960,2001,Cf,3.547,7.6,103.6,670
2960,2001,Cf,2.84,8.7,40.9,670
2960,2001,Cf,1.829,-0.7,61.2,670
2960,2001,Cf,0.655,-5,94.9,670
2960,2002,Cf,0.442,-3,65.5,670
2960,1999,Cf,1.773,6.4,46.3,670
2960,1999,Cf,2.124,11.9,68.5,670
2960,1999,Cf,2.378,13.2,69.4,670
2960,1999,Cf,3.063,16.9,78.9,670
2960,1999,Cf,2.817,14.6,68.9,670
2960,1999,Cf,2.476,14.9,50.1,670
2960,1999,Cf,1.487,6.2,28.8,670
2960,1999,Cf,0.912,0.7,54.3,670
2960,2006,Df,2.661,8.7,482.1,670
2960,2006,Df,3.823,13.8,298.5,670
2960,2006,Df,6.596,17.1,246.1,670
2960,2006,Df,5.843,13.5,216.2,670
2960,2006,Df,4.274,10.4,146.3,670
2960,2006,Df,2.577,4.4,301.2,670
2960,2006,Df,1.594,4.5,234.2,670
2960,2001,Cs,1.839,6.9,146.2,670
2960,2001,Cs,2.421,10.8,78.5,670
2960,2001,Cs,4.36,13.3,22.4,670
2960,2001,Cs,2.392,9.5,157.5,670
2960,2002,Cs,1.68,4.9,243.1,670
2960,1998,Cf,1.503,6.2,199.2,670
2960,1998,Cf,1.866,6.3,156.8,670
2960,1998,Cf,1.783,9.3,174.9,670
2960,1998,Cf,3.245,14.4,98,670
2960,1998,Cf,8.056,20.2,93.6,670
2960,1998,Cf,8.17,24.7,68,670
2960,1998,Cf,5.619,26.1,82,670
2960,1998,Cf,5.06,25.2,122.3,670
2960,1998,Cf,4.603,23.4,84.6,670
2960,1998,Cf,4.489,15.8,41.6,670
2960,1998,Cf,2.768,9.8,51.6,670
2960,1998,Cf,1.877,7.7,86,670
2960,1999,Cf,2.582,6.8,166,670
2960,1999,Cf,0.57,6.2,57.3,670
2960,1999,Cf,1.908,7.8,85.5,670
2960,1999,Cf,2.685,15.6,96.9,670
2960,1999,Cf,3.525,18.7,35.4,670
2960,1999,Cf,5.422,22.5,64.8,670
2960,1999,Cf,8.315,26.3,82.2,670
2960,1999,Cf,7.641,26.2,123.1,670
2960,1999,Cf,6.086,20.4,481.3,670
2960,1999,Cf,5.029,11.5,42.6,670
2960,1999,Cf,2.758,5.9,47.1,670
2960,2000,Cf,1.804,6.5,58.4,670
2960,2000,Cf,3.318,11.6,61.6,670
2960,2000,Cf,5.2,20.7,54.3,670
2960,2000,Cf,10.679,24.4,82.8,670
2960,2000,Cf,10.316,24.1,173.8,670
2960,2000,Cf,9.819,23.9,142.8,670
2960,2000,Cf,5.568,20.5,123.8,670
2960,2000,Cf,5.785,15.1,1.7,670
2960,2000,Cf,3.432,7.5,52.7,670
2960,2000,Cf,1.006,1.3,32.7,670
2960,2001,Cf,1.255,3.8,40.7,670
2960,2001,Cf,3.142,7,69.4,670
2960,2001,Cf,1.555,8,162.4,670
2960,2001,Cf,3.784,15.2,53.1,670
2960,2001,Cf,6.77,19.1,102.6,670
2960,2001,Cf,8.077,24,143.8,670
2960,2001,Cf,11.187,23.9,103.5,670
2960,2001,Cf,9.663,25.2,124.4,670
2960,2001,Cf,6.625,19.9,33.9,670
2960,2001,Cf,7.268,13.9,31.9,670
2960,2001,Cf,6.905,11.7,5.1,670
2960,2001,Cf,2.208,8.4,47.1,670
2960,2001,Cf,4.717,10.2,44.8,670
2960,2001,Cf,2.442,15.6,0.4,670
2960,2001,Cf,0.686,19.2,11.2,670
2960,2001,Cf,0.819,23.5,29.1,670
2960,2001,Cf,1.908,23.6,13.2,670
2960,2002,Cf,3.421,9.2,39.5,670
2960,2002,Cf,1.597,13.9,7.3,670
2960,2002,Cf,0.415,19.6,9.4,670
2960,2002,Cf,1.296,16.1,42.6,670
2960,2002,Cf,0.778,8.2,32.7,670
2960,2002,Cf,0.612,1.7,18.2,670
2960,2002,Cf,0.156,-0.8,9.2,670
2960,2001,Cf,2.779,10.2,44.8,670
2960,2001,Cf,1.586,15.6,0.4,670
2960,2001,Cf,1.161,19.2,11.2,670
2960,2001,Cf,0.636,23.5,29.1,670
2960,2001,Cf,2.198,23.6,13.2,670
2960,2002,Cf,2.426,1.1,36,670
2960,2002,Cf,1.296,9.2,39.5,670
2960,2002,Cf,1.545,22,0,670
2960,2002,Cf,1.234,16.1,42.6,670
2960,2002,Cf,0.581,8.2,32.7,670
2960,2001,Cf,3.022,10.2,44.8,670
2960,2001,Cf,1.306,15.6,0.4,670
2960,2001,Cf,0.539,19.2,11.2,670
2960,2001,Cf,0.933,23.5,29.1,670
2960,2001,Cf,2.265,23.6,13.2,670
2960,2002,Cf,1.617,9.2,39.5,670
2960,2002,Cf,0.363,22,0,670
2960,2002,Cf,0.995,16.1,42.6,670
2960,2002,Cf,0.653,8.2,32.7,670
2960,2002,Cf,0.461,1.7,18.2,670
2960,2001,Cf,1.737,10.2,44.8,670
2960,2001,Cf,1.332,15.6,0.4,670
2960,2001,Cf,0.708,19.2,11.2,670
2960,2001,Cf,0.646,23.5,29.1,670
2960,2001,Cf,0.259,23.6,13.2,670
2960,2001,Cf,3.069,23.6,13.2,670
2960,2002,Cf,2.084,9.2,39.5,670
2960,2002,Cf,0.518,19.6,9.4,670
2960,2002,Cf,0.674,22,0,670
2960,2002,Cf,1.545,16.1,42.6,670
2960,2002,Cf,0.518,8.2,32.7,670
2960,1995,Df,4.093,17.5,53.5,670
2960,1995,Df,5.454,20.6,100.7,670
2960,1995,Df,4.645,19.2,97.4,670
2960,1995,Df,2.589,13.2,75.6,670
2960,1995,Df,2.354,9.6,233.6,670
2960,1995,Df,1.42,0.9,131.5,670
2960,1995,Df,0.498,-5.7,53,670
2960,1996,Df,0.721,5.8,183.8,670
2960,1996,Df,1.638,11.1,114.8,670
2960,1996,Df,4.663,17.9,70.1,670
2960,1996,Df,5.605,19.3,180.2,670
2960,1996,Df,5.533,19.4,19.9,670
2960,1996,Df,3.733,14.7,138.9,670
2960,1996,Df,1.866,7.5,101,670
2960,1996,Df,0.591,-0.1,104.9,670
2960,1996,Df,0.591,-0.4,155.5,670
2960,1997,Df,0.301,-6.4,82.2,670
2960,1997,Df,0.207,-2,48.4,670
2960,1997,Df,0.187,-1.6,98.4,670
2960,1997,Df,1.021,4.7,99.5,670
2960,1997,Df,1.125,10.1,63.1,670
2960,1997,Df,2.522,17.8,28.5,670
2960,1997,Df,4.329,19.1,118.5,670
2960,1997,Df,4.619,18.1,126.5,670
2960,1997,Df,3.147,14,40.8,670
2960,1997,Df,2.157,6.9,48.9,670
2960,1997,Df,1.182,0.6,114,670
2960,1997,Df,0.301,-2.9,43.2,670
2960,1998,Df,0.259,-3.2,76.3,670
2960,1998,Df,0.187,-1.7,52.7,670
2960,1998,Df,0.425,1,79.8,670
2960,1998,Df,0.84,6.8,64.7,670
2960,1998,Df,2.008,14.2,89.6,670
2960,1998,Df,4.711,17,208.5,670
2960,1998,Df,6.305,19.7,65.4,670
2960,1998,Df,6.687,19.6,36.1,670
2960,1998,Df,4.563,15.3,65.5,670
2960,1998,Df,1.55,8.4,112.4,670
2960,1998,Df,1.203,2.5,45.8,670
2960,1998,Df,0.762,-0.8,31.8,670
2960,1999,Df,0.27,-6.7,108.8,670
2960,1999,Df,0.29,-3.3,55,670
2960,1999,Df,0.321,0.5,116.9,670
2960,1999,Df,0.353,6.7,23.4,670
2960,1999,Df,0.992,13.5,93.2,670
2960,1999,Df,2.716,19.1,80.5,670
2960,1999,Df,2.644,21.3,59.1,670
2960,1999,Df,2.83,18.6,80.9,670
2960,1999,Df,3.297,16.5,197.3,670
2960,1999,Df,1.089,6.6,70.3,670
2960,1999,Df,0.648,5.3,66.4,670
2960,1999,Df,0.861,-2,38.4,670
2960,2000,Df,0.425,-7.4,60.1,670
2960,2000,Df,0.337,-3.8,63.8,670
2960,2000,Df,0.855,5.7,124.4,670
2960,2000,Df,3.11,12.4,90.6,670
2960,2000,Df,3.894,17,137.3,670
2960,2000,Df,5.253,18.1,140,670
2960,2000,Df,6.223,17.9,117.9,670
2960,2000,Df,4.007,14,102.1,670
2960,2000,Df,1.835,7.5,76.5,670
2960,2000,Df,1.462,2.5,63.3,670
2960,2000,Df,0.446,-6.2,58.4,670
2960,2001,Df,0.083,-6.6,24.1,670
2960,2001,Df,0.425,-4.8,65.1,670
2960,2001,Df,0.052,-1.7,86.7,670
2960,2001,Df,1.503,5.7,43.9,670
2960,2001,Df,1.7,13.2,51.1,670
2960,2001,Df,4.303,18.5,139.5,670
2960,2001,Df,4.131,18.2,71.8,670
2960,2001,Df,3.611,21,27.7,670
2960,2001,Df,3.784,14.5,63.7,670
2960,2001,Df,3.002,8.6,21.7,670
2960,2001,Df,1.55,4,34.4,670
2960,2001,Cs,3.043,11.6,89.2,670
2960,2001,Cs,6.2,13.6,79.8,670
2960,2001,Cs,7.662,17.2,24,670
2960,2001,Cs,8.201,17.6,23.3,670
2960,2001,Cs,7.055,4.8,262.3,670
2960,2002,Cs,0.798,2.8,127.1,670
2960,1996,Df,1.742,10.7,112.2,670
2960,1996,Df,3.646,17.4,131.4,670
2960,1996,Df,4.292,19.2,142.6,670
2960,1996,Df,4.723,19.1,47.7,670
2960,1996,Df,4.292,14.4,134.2,670
2960,1996,Df,2.302,7.1,60.6,670
2960,1996,Df,1.306,0.7,25.6,670
2960,1996,Df,0.467,-0.8,162.2,670
2960,1997,Df,0.389,-8.4,63.6,670
2960,1997,Df,0.202,-6.2,45.9,670
2960,1997,Df,0.176,-3.7,62.1,670
2960,1997,Df,0.674,3.9,52.4,670
2960,1997,Df,1.265,9.7,70.9,670
2960,1997,Df,2.735,17.5,74.4,670
2960,1997,Df,4.023,20.4,58,670
2960,1997,Df,4.228,18.1,73.8,670
2960,1997,Df,4.433,13.6,82,670
2960,1997,Df,2.33,6.7,26.6,670
2960,1997,Df,1.291,0.2,82,670
2960,1997,Df,0.353,-5.5,55,670
2960,1998,Df,0.404,-0.7,100.4,670
2960,1998,Df,1.248,5.8,76.3,670
2960,1998,Df,2.605,14.1,77.5,670
2960,1998,Df,4.868,15.8,108,670
2960,1998,Df,5.332,19.8,83.8,670
2960,1998,Df,4.173,19.1,45.1,670
2960,1998,Df,3.94,14,50.4,670
2960,1998,Df,1.98,7.5,106.3,670
2960,1998,Df,1.026,2.2,59.1,670
2960,1998,Df,0.819,-2,38,670
2960,1999,Df,0.156,-8.7,121.6,670
2960,1999,Df,0.394,-4.3,54.8,670
2960,1999,Df,0.321,0.3,135.8,670
2960,1999,Df,1.042,6.1,18.1,670
2960,1999,Df,1.75,13.7,73.1,670
2960,1999,Df,3.8,19.1,71.9,670
2960,1999,Df,4.769,21.1,74.2,670
2960,1999,Df,4.248,18.5,60.7,670
2960,1999,Df,4.133,17.5,208.7,670
2960,1999,Df,1.749,6.6,97.1,670
2960,1999,Df,0.975,4.2,87.6,670
2960,1999,Df,0.643,-2.6,87.5,670
2960,2000,Df,0.332,-7.4,73.3,670
2960,2000,Df,0.912,4.9,132.7,670
2960,2000,Df,1.55,10.5,106.8,670
2960,2000,Df,2.913,15.7,57.4,670
2960,2000,Df,5.111,18.3,65.4,670
2960,2000,Df,4.549,18.3,52.3,670
2960,2000,Df,3.325,13.2,38.3,670
2960,2000,Df,2.125,7.5,79.7,670
2960,2000,Df,1.272,2.8,59.1,670
2960,2000,Df,0.342,-7.2,82.9,670
2960,2001,Df,0.228,-8.6,26.3,670
2960,2001,Df,0.27,-8,50.2,670
2960,2001,Df,0.249,-3.4,50.5,670
2960,2001,Df,1.545,13.3,29.2,670
2960,2001,Df,3.823,18.7,47.9,670
2960,2001,Df,4.809,19.1,72.8,670
2960,2001,Df,3.883,20.7,33,670
2960,2001,Cs,2.086,6.1,125.5,670
2960,2001,Cs,2.718,7.8,128.4,670
2960,2001,Cs,3.93,12.2,92.4,670
2960,2001,Cs,3.343,12.1,61.2,670
2960,2001,Cs,1.543,20.9,11.2,670
2960,2001,Cs,0.316,22.8,5.4,670
2960,2001,Cs,0.219,24,0,670
2960,2001,Cs,0.23,24.3,0,670
2960,2001,Cs,0.657,21.4,9.9,670
2960,2001,Cs,0.578,17.2,19.4,670
2960,2001,Cs,2.577,12.4,85,670
2960,2001,Cs,2.288,8.3,177.4,670
2960,2002,Cs,2.01,5.9,84.4,670
2960,2002,Cs,3.306,8.5,69.2,670
2960,2002,Cs,3.713,9.9,99.4,670
2960,2002,Cs,3.099,12.8,30,670
2960,2002,Cs,1.723,16.1,35.5,670
2960,2002,Cs,0.762,21.1,3.6,670
2960,2002,Cs,0.465,24.8,0.3,670
2960,2002,Cs,0.529,23.1,0,670
2960,2002,Cs,0.443,22.1,3.1,670
2960,2002,Cs,0.144,15.9,9.2,670
